category,website,name,phone,address,email
"Cheerleading,Flag Football",,"
									7.
								,The Flag Football League of Kansas City,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.225.2135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 820-6882'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","Kansas City, MO",
"Baseball,Basketball,Flag Football,Girls Volleyball,Wrestling",,"
									8.
								,Turner Recreation Commission,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.225.2135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 820-6882'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","831 S 55th Street,Kansas City, KS, 66106",
"Basketball,Cheerleading,Flag Football,Soccer",,"
									9.
								,Upward Sports - College Church of the Nazarene,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.225.2135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 820-6882'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","2020 E. Sheridan,Olathe, 66062",
"Basketball,Flag Football,Soccer",,"
									10.
								,Upwards Sports - Pleasant Valley Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.225.2135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 820-6882'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","1600 N State Route 291,Liberty, 64068",
"Basketball,Cheerleading",,"
									1.
								,Upwards Sports - Huffman Memorial United Methodist Church ,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","2802 Renick St,Saint Joseph, 64507",
"Basketball,Cheerleading",,"
									2.
								,Upwards Sports - Lenexa Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","15320 W 87th Street Pkwy,Lenexa, 66219",
"Basketball,Cheerleading",,"
									3.
								,Upwards Sports - Maranatha Academy,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","6826 Lackman Rd,Shawnee, 66217",
"Basketball,Cheerleading",,"
									4.
								,Upwards Sports - Nall Avenue Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","6701 Nall Ave,Prairie Village, 66208",
Basketball,,"
									5.
								,Upwards Sports - Northland Cathedral,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","101 NW 99th St,Kansas City, MO, 64155",
"Basketball,Cheerleading",,"
									6.
								,Upwards Sports - Northland Christian Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","3102 NW Topeka Blvd,Topeka, 66617",
"Basketball,Cheerleading",,"
									7.
								,Upwards Sports - Open Door Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","3033 N 103rd Terrace,Kansas City, KS, 66109",
"Basketball,Cheerleading",,"
									8.
								,Upwards Sports - Overland Park Baptist Temple,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","11648 Antioch Rd,Overland Park, 66210",
"Basketball,Cheerleading",,"
									9.
								,Upwards Sports - Plaza Heights Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","1500 SW Clark Rd,Blue Springs, 64015",
"Basketball,Flag Football,Soccer",,"
									10.
								,Upwards Sports - Pleasant Valley Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-233-0239'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-599-6447'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-631-0637'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-455-2555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>]","1600 N State Route 291,Liberty, 64068",
Martial Arts,,"
									1.
								,Aikido School of Kansas City-Usaf,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","3128 Bell Street,Kansas City, MO, 64111",
Martial Arts,,"
									2.
								,Ali-Do Martial Arts and Self Defense,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","8702 W 49th Ter,Shawnee, 66203",
Martial Arts,,"
									3.
								,American Jujitsu,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","4209 Merriam Drive,Overland Park, 66203",
Martial Arts,,"
									4.
								,American Kenpo Karate Academies - Independence,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","4420 S Noland Rd Ste B ,Independence, 64055",
Martial Arts,,"
									5.
								,American Kenpo Karate Academies - Northland,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","7504 N Oak Trafficway,Kansas City, MO, 64118",
Martial Arts,,"
									6.
								,American Kenpo Karate Academies - Olathe,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","2073 E. Santa Fe,Olathe, 66062",
Martial Arts,,"
									7.
								,American Kenpo Karate Academies - Overland Park,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","9653 W. 87th St.,Overland Park, 66212",
Martial Arts,,"
									8.
								,American Kenpo Karate Academies - Westport,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","4030 Broadway,Kansas City, MO, 64111",
Martial Arts,,"
									9.
								,AmeriKick Martial Arts - Lenexa,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","10210 Pflumm Rd. ,Lenexa, 66215",
Martial Arts,,"
									10.
								,AmeriKick Martial Arts - Overland Park,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-753-4825'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-7572'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)728-7360'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)-373-1255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-682-2428'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 829-4003'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-385-3518'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)756-1340'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2787'>]","9534 Metcalf Ave.,Overland Park, 66212",
Golf,,"
									1.
								,Dub's Dread Golf Club,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","12601 Hollingsworth Road,Kansas City, KS, 66109",
Golf,,"
									2.
								,Falcon Ridge Golf Club,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","20200 Prairie Star Parkway,Lenexa, 66220",
Golf,,"
									3.
								,GolfTEC Kansas City,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","8901 W. 95th Street,Overland Park, 66212",
Golf,,"
									4.
								,Heart of America Golf Academy,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","7501 Blue River Road,Kansas City, MO, 64132",
Golf,,"
									5.
								,Hodge Park Golf Course,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","7000 NE Barry Road,Kansas City, MO, 64156",
Golf,,"
									6.
								,Ironhorse Golf Club,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","15400 Mission Rd.,Leawood, 66224",
Golf,,"
									7.
								,Kansas City Metro Junior Golf Club,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","P.O. Box 300724,Kansas City, MO, 64130",
