phone,streetAddress,name,addressState,addressCity,addressZip
(817) 626-8266,2700 NW 18th St,Faith Center,TX,"Fort Worth, ",76106
(817) 624-2293,2722 NW 24th St,Cristo Para Todos AG Church,TX,"Fort Worth, ",76106
(817) 292-8200,6620 Westcreek Dr,Forgiven Church,TX,"Fort Worth, ",76133
(817) 478-0275,5470 E Loop 820 S,Ark of Salvation Ministry,TX,"Fort Worth, ",76119
(817) 457-4840,7608 Beckwood Dr,World Baptist Fellowship Mission Ofc,TX,"Fort Worth, ",76112
(817) 451-3752,2100 Morrison Dr,Trinity Christian Church,TX,"Fort Worth, ",76112
(817) 277-1266,1701 T Square Dr,Arabic Christian Fellowship,TX,"Fort Worth, ",76120
(817) 451-0650,5420 Anderson St,Iglesia Ni Cristo,TX,"Fort Worth, ",76105
(817) 446-6552,5084 Brush Creek Rd,Inspiring Higher Purpose Ministries,TX,"Fort Worth, ",76119
(817) 451-2612,2409 Canton Dr,Applegate Robt,TX,"Fort Worth, ",76112
(817) 478-2221,5700 E Loop 820 S,Covenant Worship Center,TX,"Fort Worth, ",76119
(817) 572-1759,4015 Interstate 20,City Chapel,TX,"Kennedale, ",76060
(817) 548-0213,1628 E Square St,Cornerstone of Faith Church,TX,"Fort Worth, ",76120
(817) 378-9994,3050 Schwartz Ave,Rios De Agua Viva Iglesia Cristiana,TX,"Fort Worth, ",76106
(817) 831-6787,5327 Broadway Ave,Iglesia Evangelica Apostoles,TX,"Haltom City, ",76117
(817) 984-1414,2901 Layton Ave,Iglesia Cristiana Agape,TX,"Haltom City, ",76117
(817) 738-7536,5728 White Settlement Rd,Gray George E,TX,"Westworth Village, ",76114
(817) 281-7316,4605 Denton Hwy,World Covenant Ministries Inc,TX,"Haltom City, ",76117
(817) 624-8868,3123 Ellis Ave,Church Of The Holy Spirit,TX,"Fort Worth, ",76106
(817) 740-9001,3420 Clinton Ave,Iglesia Manantial De Vida,TX,"Fort Worth, ",76106
(817) 595-1487,6600 Baker Blvd,Centro Cristiano Bet El,TX,"Richland Hills, ",76118
(817) 377-1098,3011 Lackland Rd,The Door Christian Fellowship,TX,"Fort Worth, ",76116
(817) 842-9035,401 Southwest Plz # 103,Connect Church,TX,"Arlington, ",76016
(817) 451-5513,1140 Morrison Dr,Celebration Fellowship,TX,"Fort Worth, ",76120
(817) 926-8277,3550 SW Loop 820,St Christopher Episcopal Church,TX,"Fort Worth, ",76133
(817) 423-2965,5051 Trail Lake Dr,Unity Church Of Ft Worth,TX,"Fort Worth, ",76133
(817) 292-1400,5522 Whitman Ave,Wedgwood Baptist Church,TX,"Fort Worth, ",76133
(817) 738-8769,5613 Meandering Rd,River Oaks Christian Church,TX,"River Oaks, ",76114
,,,,,
(817) 237-1888,6055 Azle Ave,St Anne's Episcopal Church,TX,"Fort Worth, ",76135
(817) 281-6350,4700 N Beach St,Bethesda Community Church,TX,"Haltom City, ",76137
(817) 731-4480,3508 Blue Springs Dr,Destiny Church,TX,"Fort Worth, ",76123
(817) 831-7970,4200 McKibben St,Friendship Free Will Baptist Church,TX,"Haltom City, ",76117
(817) 483-3723,6741 Oak Crest Dr W,Oakcrest Baptist Church,TX,"Fort Worth, ",76140
(817) 457-2223,2800 E Loop 820 S,Holy Tabernacle COGIC,TX,"Fort Worth, ",76119
(817) 838-0224,3001 Bewley St,Living Word Community Church,TX,"Haltom City, ",76117
(817) 656-2435,4805 NE Loop 820,Glenview Baptist Church,TX,"Fort Worth, ",76137
(817) 483-4973,209 W 3rd St,First Bible Baptist Church,TX,"Kennedale, ",76060
(817) 246-2171,7801 White Settlement Rd,First Baptist Church,TX,"Fort Worth, ",76108
(817) 292-7775,3400 Charleston Ave,Meadowridge Community Baptist,TX,"Fort Worth, ",76123
(817) 656-1509,5737 Fairway Cir,North Richland Hls Baptist Church,TX,"Haltom City, ",76117
(817) 244-1117,930 Winscott Rd,Ridge Community Church,TX,"Benbrook, ",76126
(817) 370-0123,4201 W Risinger Rd,Hallmark Baptist Church,TX,"Fort Worth, ",76123
(817) 560-0032,4513 Williams Rd,Redeemer Lutheran School,TX,"Benbrook, ",76116
(817) 249-4111,1608 High Ridge Rd,Lake Como Church of Christ,TX,"Benbrook, ",76126
(817) 451-7301,5301 E Berry St,House Of Prayer Church Of God In Christ,TX,"Fort Worth, ",76119
(817) 763-9100,5600 River Oaks Blvd,Apostolic Tabernacle-Ft Worth,TX,"River Oaks, ",76114
(817) 626-0620,3005 Oscar Ave,Diamond Hill United Methodist Church,TX,"Fort Worth, ",76106
(817) 244-2326,4950 Williams Rd,Jehovah's Witnesses,TX,"Benbrook, ",76116
(817) 281-2927,4121 Haltom Rd,Haltom City Christian Church,TX,"Haltom City, ",76117
(817) 281-2017,5009 Stanley Keller Rd,Haltom City Church-Nazarene,TX,"Haltom City, ",76117
(214) 724-5658,(FJUUC) 1959 Sandy Ln,The ONE Church (West),TX,"Fort Worth, ",76112
(817) 451-7579,1659 Sandy Ln,King Of Glory Lutheran Church ELCA,TX,"Fort Worth, ",76112
(817) 274-1315,8001 Anderson Blvd,Pantego Bible Church,TX,"Fort Worth, ",76120
(817) 563-7171,3916 Forest Hill Cir,Forest Hill Church Of Christ,TX,"Forest Hill, ",76140
(817) 625-1764,2705 Biway St,Northwest Fort Worth Seventh,TX,"Fort Worth, ",76114
(817) 838-6834,3200 Denton Hwy,St Luke United Methodist Church,TX,"Haltom City, ",76117
(817) 834-1916,3313 Haltom Rd,Haltom Road Baptist Church,TX,"Haltom City, ",76117
(817) 831-0588,3141 Carson St,Birdville Baptist Church,TX,"Haltom City, ",76117
,,,,,
(817) 838-7340,4209 McComas Rd,Ridgecrest Baptist Church,TX,"Haltom City, ",76117
(817) 292-1753,7700 McCart Ave,Great Commission Baptist Church,TX,"Fort Worth, ",76133
(817) 624-7081,2408 Azle Ave,Salvation Army Thrift Store,TX,"Fort Worth, ",76106
(817) 568-1122,7501 Crowley Rd,Harvest Assembly Of God,TX,"Fort Worth, ",76134
(817) 921-5200,4805 Arborlawn Dr,McKinney Memorial Bible Church,TX,"Fort Worth, ",76109
(817) 624-2111,5025 Jacksboro Hwy,Northwest Bible Church,TX,"Fort Worth, ",76114
(817) 738-0612,6720 W Elizabeth Ln,Ridglea Christian Church,TX,"Fort Worth, ",76116
(817) 293-4947,7101 Trail Lake Dr,Southwest Christian Church,TX,"Fort Worth, ",76133
(817) 738-3618,5228 Goodman Ave,Como First Missionary Baptist Church,TX,"Fort Worth, ",76107
(817) 293-5050,5745 James Ave,Convergence Church,TX,"Fort Worth, ",76134
(817) 744-8449,4833 Selkirk Dr,Southcliff Baptist Church,TX,"Fort Worth, ",76109
(817) 738-3885,5513 Como Dr,Greater Rising Star Baptist Church,TX,"Fort Worth, ",76107
(817) 924-6833,4141 Whitfield Ave,Southcliff Baptist Chr-Fort,TX,"Fort Worth, ",76109
(817) 731-8729,5601 Blackmore Ave,St Luke Missionary Baptist Church,TX,"Fort Worth, ",76107
(817) 924-2241,4100 SW Loop 820,Southcliff Baptist Church,TX,"Fort Worth, ",76109
(817) 551-7256,6000 Crowley Rd,Fair Park Baptist Church,TX,"Fort Worth, ",76134
(817) 293-0366,6300 South Fwy,Petra Baptist Church,TX,"Fort Worth, ",76134
(817) 738-3833,5705 Donnelly Ave,Greater Strangers Rest Baptist Church,TX,"Fort Worth, ",76107
(817) 737-9467,5637 Chariot Dr,Pilgrim Rest Baptist Church,TX,"Fort Worth, ",76107
(817) 737-6264,4100 Horne St,Zion Baptist Church,TX,"Fort Worth, ",76107
(817) 626-2096,2923 Ellis Ave,Rose Hill Baptist Church,TX,"Fort Worth, ",76106
(817) 732-4421,6037 Calmont Ave,Ridglea Baptist Church,TX,"Fort Worth, ",76116
(817) 626-0911,3124 N Houston St,Mt Nebo Missionary Baptist Church,TX,"Fort Worth, ",76106
(817) 294-5822,2633 Altamesa Blvd,Southwood Baptist Church,TX,"Fort Worth, ",76133
(817) 624-3918,1515 Long Ave,River Oaks Baptist Church,TX,"River Oaks, ",76114
(817) 626-2588,3201 Lee Ave,Lee Ave Baptist Church,TX,"Fort Worth, ",76106
(817) 293-2760,7201 Crowley Rd,South Park Baptist Church,TX,"Fort Worth, ",76134
(817) 293-7111,7300 South Fwy,New Bethel Baptist Church,TX,"Fort Worth, ",76134
(817) 626-5560,4017 Deen Rd,Sabine Place Baptist Church,TX,"Fort Worth, ",76106
(817) 738-9339,3283 Olive Pl,Olive Place Baptist Church,TX,"Fort Worth, ",76116
,,,,,
(817) 551-5562,510 N Race St,Greater Mount Moriah Baptist Church,TX,"Fort Worth, ",76140
(817) 626-5142,2104 Roberts Cut Off Rd,Inspiration Point Baptist Church,TX,"Fort Worth, ",76114
(817) 294-0703,6721 Del Prado Ave,Shiloh Missionary Baptist Church,TX,"Fort Worth, ",76133
(817) 293-8990,1420 W Everman Pkwy,Hanmaum International Baptist Church,TX,"Fort Worth, ",76134
(817) 568-1335,700 W Enon Ave,Faith Baptist Temple-Schools,TX,"Fort Worth, ",76140
(817) 626-8964,3410 NW 30th St,Maranatha Baptist Church,TX,"Fort Worth, ",76106
(817) 923-6800,7305 Kermit Ave,Agape Baptist Church,TX,"Fort Worth, ",76116
(817) 346-7782,7401 W Cleburne Rd,Discovery Church,TX,"Fort Worth, ",76133
(817) 244-6684,3520 Bonnie Dr,Faith Baptist Church,TX,"Fort Worth, ",76116
(817) 294-3128,7307 S Hulen St,Bibleway Deliverance Baptist Church,TX,"Fort Worth, ",76133
(817) 568-0100,9224 Crowley Rd,Christian Faith Baptist Church,TX,"Fort Worth, ",76134
(817) 423-8800,7350 Granbury Rd,South Hills Baptist Church,TX,"Fort Worth, ",76123
(817) 244-0216,8500 Chapin Rd,Western Hills Baptist Church,TX,"Fort Worth, ",76116
(817) 246-4461,8306 Wyatt Dr,Wyatt Drive Baptist Church,TX,"Fort Worth, ",76108
(817) 293-5419,1301 McPherson Rd,McPherson Rd Baptist Church,TX,"Fort Worth, ",76140
(817) 624-2768,2001 Lincoln Ave,North Side Church Of Christ,TX,"Fort Worth, ",76164
(817) 732-0700,5400 Chariot Dr,New Creation Church,TX,"Fort Worth, ",76107
(817) 732-5769,4901 Bourine St,Harlem Hills Church Of Christ,TX,"Fort Worth, ",76107
(817) 732-3388,6201 Camp Bowie Blvd,Ridglea Presbyterian Church,TX,"Fort Worth, ",76116
(817) 624-9265,4350 River Oaks Blvd,John Knox Presbyterian,TX,"Fort Worth, ",76114
(817) 624-1780,1025 Merritt St,Castleberry Church of Christ,TX,"River Oaks, ",76114
(817) 292-4908,6417 Landview Dr,Woodmont Church Of Christ,TX,"Fort Worth, ",76133
(817) 292-1338,5709 Granbury Rd,St Matthew's Lutheran Church,TX,"Fort Worth, ",76133
(817) 738-7269,6110 White Settlement Rd,Church of Christ West Side,TX,"Westworth Village, ",76114
(817) 738-0504,5910 Black Oak Ln,St Elisabeth Episcopal Church,TX,"River Oaks, ",76114
(817) 293-7055,1201 Sycamore School Rd,Highland Church Of Christ,TX,"Fort Worth, ",76134
(817) 293-3792,1404 Sycamore School Rd,St Luke Cumberland Presby Chr,TX,"Fort Worth, ",76134
(817) 732-3121,3290 Lackland Rd,Christ The King Episcopal Church,TX,"Fort Worth, ",76116
(817) 738-6222,4551 Southwest Blvd,Faith Lutheran Church,TX,"Fort Worth, ",76116
(817) 292-6149,7120 W Cleburne Rd,Trinity Cumberland Presbyterian Church,TX,"Fort Worth, ",76133
,,,,,
(817) 294-1260,4600 Altamesa Blvd,Altamesa Church of Christ,TX,"Fort Worth, ",76133
(817) 370-6242,4409 Sycamore School Rd,Christ Lutheran Church,TX,"Fort Worth, ",76133
(817) 292-1155,7001 Trail Lake Dr,Westminster Presbyterian Church,TX,"Fort Worth, ",76133
(817) 293-1197,1020 Townley Dr,Everman Church Of Christ,TX,"Fort Worth, ",76140
(817) 246-8000,8000 Western Hills Blvd,West Freeway Church Of Christ,TX,"Fort Worth, ",76108
(817) 246-4242,1900 S Las Vegas Trl,Las Vegas Trail Church of ChristForth Worth,TX,"Fort Worth, ",76108
(817) 244-0132,8800 Chapin Rd,Western Hills Church Of Christ,TX,"Fort Worth, ",76116
(817) 569-7543,270 Byron St,St Augustine Catholic Church,TX,"Fort Worth, ",76114
(817) 626-9404,2804 Prospect Ave,Thompson Chapel United Methodist,TX,"Fort Worth, ",76106
(817) 737-6510,6036 Locke Ave,Ridglea United Methodist Church,TX,"Fort Worth, ",76116
(817) 738-9925,5508 Black Oak Ln,St Paul's Catholic Church,TX,"River Oaks, ",76114
(817) 361-8720,3575 Altamesa Blvd,St Bartholomew Catholic Church,TX,"Fort Worth, ",76133
(817) 292-7703,3601 Altamesa Blvd,St Bartholomew Catholic Church,TX,"Fort Worth, ",76133
(817) 568-0313,7712 South Fwy,Teaching Word Faith,TX,"Fort Worth, ",76134
(817) 738-5184,5000 Southwest Blvd,Bethel United Methodist Church,TX,"Fort Worth, ",76116
(817) 293-5433,1603 Everman Pkwy,New Life Christian Fellowship,TX,"Fort Worth, ",76140
(817) 292-4551,7635 S Hulen St,Genesis United Methodist Church,TX,"Fort Worth, ",76133
(817) 246-5491,301 Ralph St,Faith Baptist Fellowship,TX,"Fort Worth, ",76108
(817) 568-1990,2005 McPherson Rd,Freedom Church,TX,"Fort Worth, ",76140
(817) 738-6329,5235 Bonnell Ave,Johnson Chapel A M E Church,TX,"Fort Worth, ",76107
(817) 625-4840,2224 Ross Ave,Spanish Assemblies of God,TX,"Fort Worth, ",76164
(817) 763-8477,5434 Fletcher Ave,Crouch Memorial Church Of God,TX,"Fort Worth, ",76107
(817) 738-9096,5601 Fletcher Ave,Lake Como Apartments,TX,"Fort Worth, ",76107
(817) 377-4624,5606 Geddes Ave,Spirit Of Truth Church Of God In Christ,TX,"Fort Worth, ",76107
(817) 423-2965,5405 Woodway Dr,Unity Church of Fort Worth,TX,"Fort Worth, ",76133
(817) 738-5417,5700 W Vickery Blvd,Bethel Temple Church,TX,"Fort Worth, ",76107
(817) 625-1209,3006 Schwartz Ave,Tom Rickard Memorial Child,TX,"Fort Worth, ",76106
(817) 989-7752,3625 Littlepage St,Lion-Judah Chr-God In Christ,TX,"Fort Worth, ",76107
(817) 923-5433,5298 Trail Lake Dr,Life Covenant Church,TX,"Fort Worth, ",76133
(817) 626-1985,711 NW 29th St,Wesley Chapel A M E Church,TX,"Fort Worth, ",76106
,,,,,
(817) 732-0043,5620 Black Oak Ln,River Oaks Church-Nazarene,TX,"River Oaks, ",76114
(817) 294-5729,7051 McCart Ave,Fort Worth First Seventh-Day,TX,"Fort Worth, ",76133
(817) 420-9822,6301 Granbury Rd,Grace Tabernacle Church of the Nazarene,TX,"Fort Worth, ",76133
(817) 292-4230,5001 Altamesa Blvd,Church of Jesus Christ of Latter-Day Saints,TX,"Fort Worth, ",76133
(817) 551-3758,1901 Everman Pkwy,Sweethome Church-God In Christ,TX,"Fort Worth, ",76140
(817) 570-9062,4500 Old Benbrook Rd,Jehovahs Witnesses Fort Worth TX West Spanish,TX,"Fort Worth, ",76116
(817) 294-0325,5201 Altamesa Blvd,St Barbara's Orthodox Church,TX,"Fort Worth, ",76133
(817) 457-8925,3809 Curtis Dr,Church Of Jesus Christ Of Latter Day Saints,TX,"Fort Worth, ",76116
(817) 293-3111,10700 Old Burleson Rd,Turning Point Church,TX,"Fort Worth, ",76140
(817) 377-4704,4066 Kingsridge Rd,McKinney Memorial Bible Church,TX,"Fort Worth, ",76109
(817) 732-0729,5336 Carver Dr,Bible Way Baptist Church,TX,"Fort Worth, ",76107
(817) 834-5050,5101 Airport Fwy,On The Way,TX,"Haltom City, ",76117
(817) 626-2096,2923 Ellis Ave,One Hope One Vision,TX,"Fort Worth, ",76106
(817) 446-4905,2507 E Loop 820,New Victorious Baptist Church,TX,"Fort Worth, ",76112
(817) 292-9787,7100 S Hulen St,Hulen Street Church,TX,"Fort Worth, ",76133
(817) 246-4579,7800 Corina Dr,Corina Drive Baptist Church,TX,"Fort Worth, ",76108
(817) 423-1918,4532 Altamesa Blvd,Altamesa Church Of Christ Small Group House,TX,"Fort Worth, ",76133
(817) 731-3300,6501 Hulen Bend Blvd,Fort Worth Presbyterian Church,TX,"Fort Worth, ",76132
(817) 281-0773,8300 West Fwy,The Hills Church Of Christ,TX,"Fort Worth, ",76108
(817) 446-4114,5116 E Lancaster Ave,Our Lady of Fatima Church,TX,"Fort Worth, ",76112
(817) 921-4533,3550 SW Loop 820,Episcopal Diocese of Fort Worth,TX,"Fort Worth, ",76133
(817) 492-9276,7017 Hightower St,Saint Rita Catholic Church,TX,"Fort Worth, ",76112
(817) 838-7534,4600 Wheeler St,Mercy Heart,TX,"Fort Worth, ",76117
(817) 744-7191,5809 Wreay Dr,Forest Hill Church God In Chrst,TX,"Fort Worth, ",76119
(817) 446-3278,5929 E Lancaster Ave,Eastside Ministries,TX,"Fort Worth, ",76112
(817) 625-6080,1200 Roberts Cut Off Rd,Community Church Of River Oaks,TX,"River Oaks, ",76114
(817) 626-8266,2700 NW 18th St,Centro De Fe,TX,"Fort Worth, ",76106
(817) 624-3344,3804 N Grove St,Life Unlimited-Larry Joe Wright Ministries,TX,"Fort Worth, ",76106
(817) 570-9879,3263 Tex Blvd,Ministerios Cristo Vive,TX,"Fort Worth, ",76116
(817) 292-4444,6233 Oakmont Blvd,Hindu Temple of Greater Fort Worth,TX,"Fort Worth, ",76132
,,,,,
(817) 726-7721,3651 Sycamore School Rd,Divine Intervention Church of Deliverance,TX,"Fort Worth, ",76133
(817) 293-1500,5301 Altamesa Blvd,Christian Life Preparatory School,TX,"Fort Worth, ",76123
(817) 244-1251,8700 Chapin Rd.,westside presbyterian church,TX,"fort worth, ",76116
(817) 282-3800,7001 Boulevard 26,Child Evangelism Fellowship,TX,"North Richland Hills, ",76180
(817) 834-4147,5708 Diamond Oaks Dr S,Diamond Oaks Worship Center,TX,"Haltom City, ",76117
(817) 281-3439,4200 Denton Hwy,Christ The King Lutheran Church ELCA,TX,"Haltom City, ",76117
(817) 626-1000,3527 NE Loop 820 820 NW,Crosspoint Nazarene Church,TX,"Fort Worth, ",76106
(817) 281-6446,4700 N Beach St,Bethesda Christian School,TX,"Haltom City, ",76137
(817) 293-1500,6250 South Fwy,Christ Life Church,TX,"Fort Worth, ",76134
(817) 457-1665,625 Williams Rd,Calvary Baptist Church,TX,"Fort Worth, ",76120
(817) 561-0879,5148 Treepoint Dr,Southwestern District-Chrstn,TX,"Arlington, ",76017
(817) 625-6281,4800 Ohio Garden Rd,River Oaks United Methodist Church,TX,"River Oaks, ",76114
(817) 534-7013,5107 Ramey Ave,Shining Light Baptist Church,TX,"Fort Worth, ",76105
(817) 536-3558,1732 Liberty St,Greather St Mark Missionary Baptist Church,TX,"Fort Worth, ",76105
(817) 536-8229,4201 Village Creek Rd,Forest Hill Missionary Baptist Church,TX,"Fort Worth, ",76119
(817) 534-2635,5225 Ramey Ave,Sweethome Baptist Church,TX,"Fort Worth, ",76105
(817) 446-6699,5227 Turner St,New Zion Baptist Church,TX,"Fort Worth, ",76105
(817) 737-5795,5312 Houghton Ave,Pleasant MT Gilead Missionary,TX,"Fort Worth, ",76107
(817) 536-9667,5205 Carol Ave,New Harvest Miss Baptist Church,TX,"Fort Worth, ",76105
(817) 731-3502,5325 Bonnell Ave,Mt Morriah Baptist Church,TX,"Fort Worth, ",76107
(817) 451-0083,5420 Cottey St,Antioch Baptist Church,TX,"Fort Worth, ",76105
(817) 386-5533,5420 Flamingo Rd,New Fellowship Baptist Church,TX,"Fort Worth, ",76119
(817) 457-7993,5129 Wilbarger St,Freedom Baptist Church,TX,"Fort Worth, ",76119
(817) 731-7400,356 Nursery Ln,First African Baptist Church,TX,"Fort Worth, ",76114
(817) 451-5054,5500 Rickenbacker Pl,Providence Baptist Church,TX,"Fort Worth, ",76112
(817) 451-4206,5500 E Berry St,St Matthews Baptist Church,TX,"Fort Worth, ",76119
(817) 451-2818,3700 Waldorf St,New Bethany Baptist Church,TX,"Fort Worth, ",76119
(817) 624-2926,2108 McKinley Ave,Greater Worth Hill Missionary,TX,"Fort Worth, ",76164
(817) 534-1779,5809 Hartman Rd,True Love Missionary Baptist Church,TX,"Fort Worth, ",76119
(817) 625-0893,2627 Clinton Ave,Peaceful Rest Baptist Church,TX,"Fort Worth, ",76164
,,,,,
(817) 624-1671,1301 NW 25th St,New Rose Missionary Baptist Church,TX,"Fort Worth, ",76164
(817) 626-7415,2823 N Houston St,Shiloh Missionary Baptist Church,TX,"Fort Worth, ",76106
(817) 496-9708,4801 E Loop 820 S,St Jude Missionary Baptist Church,TX,"Fort Worth, ",76119
(817) 457-0147,5932 Eastland St,Oakwood Baptist Church,TX,"Fort Worth, ",76119
(817) 732-0361,308 Burton Hill Rd,Burton Hill Baptist Church,TX,"Westworth Village, ",76114
(817) 378-0505,3229 N Elm St,Waves Of Faith,TX,"Fort Worth, ",76106
(817) 626-7943,3001 Angle Ave,New Hope Missionary Baptist,TX,"Fort Worth, ",76106
(817) 626-6422,3510 Schwartz Ave,Dixie Heights Baptist Church,TX,"Fort Worth, ",76106
(817) 457-0700,6310 Willard Rd,Community Missionary Baptist Church,TX,"Fort Worth, ",76119
(817) 838-7074,3516 Regal Rd,Lakeland Street Baptist Church,TX,"Fort Worth, ",76111
(817) 626-6858,3713 Decatur Ave,Decatur Avenue Baptist Church,TX,"Fort Worth, ",76106
(817) 451-4686,6801 Church St,Handley Baptist Church,TX,"Fort Worth, ",76112
(817) 626-6488,3216 McKinley Ave,Long Avenue Baptist Church,TX,"Fort Worth, ",76106
(817) 293-1694,501 W Barron Ave,First Baptist Church,TX,"Fort Worth, ",76140
(903) 843-3178,GLADEWATER Hwy,Gilgal Baptist Church,TX,"Gilmer, ",75644
(817) 457-5056,5505 Ramey Ave,St Simon of Cyrene Episcopal,TX,"Fort Worth, ",76112
(817) 451-3311,5801 Truman Dr,St Peter Presbyterian Church,TX,"Fort Worth, ",76112
(817) 738-7536,5728 White Settlement Rd,Westworth Church Of Christ,TX,"Westworth Village, ",76114
(817) 451-7410,3029 Handley Dr,Handley Church Of Christ,TX,"Fort Worth, ",76112
(817) 626-1600,3209 McKinley Ave,Worth Hills Church Of Christ,TX,"Fort Worth, ",76106
(817) 293-5140,5616 Crowley Rd,Edge Park United Methodist Church,TX,"Fort Worth, ",76134
(817) 838-7828,2028 N Riverside Dr,Riverside Advent Christian Church,TX,"Fort Worth, ",76111
(817) 535-4114,5430 Miller Ave,Nations Worship Center,TX,"Fort Worth, ",76119
(817) 451-9395,5550 E Lancaster Ave,St Rita's Catholic Church,TX,"Fort Worth, ",76112
(817) 624-9687,3425 N Elm St,El Calvario Methodist Church,TX,"Fort Worth, ",76106
(817) 293-0577,530 Townley Dr,Everman United Methodist Church,TX,"Fort Worth, ",76140
(817) 246-2032,1201 S Cherry Ln,Peter The Apostle Catholic School,TX,"Fort Worth, ",76108
(817) 244-1153,2820 Laredo Dr,Western Hills United Methodist Church,TX,"Fort Worth, ",76116
(817) 738-2639,206 Koldin Ln,Westworth Village Baptist Temple,TX,"Westworth Village, ",76114
(817) 483-9899,1034 E Enon Ave,Bible Baptist Church,TX,"Fort Worth, ",76140
,,,,,
(817) 246-3738,138 West Pl,Fort Worth Baptist Temple,TX,"Fort Worth, ",76108
(817) 624-3222,307 W Exchange Ave,Church Of The Open Door-Baptist,TX,"Fort Worth, ",76164
(817) 624-8855,2418 Chestnut Ave,Roca Eterna Church of God,TX,"Fort Worth, ",76164
(817) 292-0873,5701 Westcreek Dr,Rockstar Church,TX,"Fort Worth, ",76133
(817) 378-0921,2517 Loving Ave,Victory Church,TX,"Fort Worth, ",76164
(817) 446-1059,3837 E Loop 820 S,Christian Community Church,TX,"Fort Worth, ",76119
(817) 625-0542,2705 Pearl Ave,Northside Pentecostal Church of Jesus Christ,TX,"Fort Worth, ",76164
(817) 483-1082,5200 David Strickland Rd,Apostolic Church of Fort Worth,TX,"Fort Worth, ",76119
(817) 626-6301,2512 Diamond Rd,Jehovah's Witnesses,TX,"Fort Worth, ",76106
(817) 626-8328,3403 N Harding St,Evangel Assembly Of God Church,TX,"Fort Worth, ",76106
(817) 536-5084,236 Bellvue Dr,Arising True Holiness Church,TX,"Fort Worth, ",76134
(817) 626-0588,3204 McKinley Ave,Saint Mary Church Of God In Christ,TX,"Fort Worth, ",76106
(817) 740-0474,2127 Skyline Dr,Jehovah's Witnesses,TX,"Fort Worth, ",76114
(817) 626-4461,4100 Blue Mound Rd,Our Lady of Guadalupe,TX,"Fort Worth, ",76106
(817) 246-2093,209 Ralph St,First Assembly Of God Of White Settlement,TX,"Fort Worth, ",76108
(817) 732-1424,5001 Crestline Rd,All Saints Episcopal Church,TX,"Fort Worth, ",76107
(817) 624-2410,2410 Warwick Ave,Gospel Lighthouse Outreach,TX,"Fort Worth, ",76106
(817) 625-1209,3006 Schwartz Ave,Diamond Hill United Methodist Church,TX,"Fort Worth, ",76106
(817) 851-1357,1074 S Erie St,Redeeming Love Christian Center,TX,"Fort Worth, ",76112
(817) 921-3195,5685 Westcreek Dr,Beth Yeshua Congregation,TX,"Fort Worth, ",76133
(817) 370-2788,5689B Westcreek Dr,Aquarian Center Of Light,TX,"Fort Worth, ",76133
(817) 624-9687,3425 N Elm St,Victory Temple Ministries,TX,"Fort Worth, ",76106
(817) 451-9620,5500 Woodland Park Blvd,International Convention-Faith,TX,"Arlington, ",76013
(817) 292-9292,5301 Altamesa Blvd,Christ Church Assembly Of God,TX,"Fort Worth, ",76123
(817) 413-8771,5153 E Berry St,Cornerstone Missionary Baptist,TX,"Fort Worth, ",76119
(817) 831-0754,3016 Selma St,Springdale Baptist Church,TX,"Fort Worth, ",76111
(817) 457-0583,3809 Waldorf St,Bible Way Baptist Church,TX,"Fort Worth, ",76119
(817) 834-5373,2200 N Beach St,Beach Street Baptist Church,TX,"Haltom City, ",76111
(817) 732-5566,620 Churchill Rd,Trinity Baptist Church,TX,"Fort Worth, ",76114
(817) 457-9790,5762 Fitzhugh Ave,Christland Baptist Church,TX,"Fort Worth, ",76119
,,,,,
(682) 224-3583,6013 Elliott Reeder Rd,Valley Baptist Church,TX,"Haltom City, ",76117
(817) 451-3721,2200 Oak Hill Rd,Saintsville Baptist Church,TX,"Fort Worth, ",76112
(817) 568-1199,7261 Wichita St,Grace Tabernacle Missionary Baptist Church,TX,"Forest Hill, ",76140
(817) 626-7342,3019 Rosen Ave,Bethlehem Baptist Church,TX,"Fort Worth, ",76106
(817) 293-8774,7312 Forest Hill Dr,Greater Sweethome Missionary Baptist Church,TX,"Forest Hill, ",76140
(817) 834-2572,3136 Friendly Ln,Friendly Lane Baptist Church,TX,"Haltom City, ",76117
(817) 457-4362,6600 Ellis Rd,Meadowbrook First Baptist Church,TX,"Fort Worth, ",76112
(817) 457-9481,2700 Sandy Ln,Sandy Lane Baptist Church,TX,"Fort Worth, ",76112
(817) 451-2271,1401 Meadowlane Ter,Mount Moriah Missionary Baptish Church,TX,"Fort Worth, ",76112
(817) 457-5500,6816 Randol Mill Rd,Temple Baptist Church,TX,"Fort Worth, ",76120
(817) 589-0504,7101 Baker Blvd,Messiah Baptist Church,TX,"Richland Hills, ",76118
(817) 446-4773,7510 John T White Rd,Harmony Missionary Baptist Church,TX,"Fort Worth, ",76120
(817) 485-7711,5001 NE Loop 820,First Baptist Church-Ft Worth,TX,"Fort Worth, ",76137
(817) 281-3382,4950 Haltom Rd,Beacon Baptist Church,TX,"Haltom City, ",76117
(817) 284-9630,6540 Glenview Dr,New Beginning Baptist Church,TX,"North Richland Hills, ",76180
(817) 284-7729,RICHLAND Hills Baptist Churc,North Richland Hills Baptist Church,TX,"Fort Worth, ",76101
(817) 834-4228,3517 N Beach St,Fossil Creek Church of Christ,TX,"Fort Worth, ",76111
